,name,latitude,longitude,coordinates
2398,43rd Street & Cottage Grove,41.81688172399998,-87.60657471600001,"(41.81688172399998, -87.60657471600001)"
2399,Cottage Grove & 40th Street,41.82135699999998,-87.60677199999998,"(41.82135699999998, -87.60677199999998)"
2400,900 E 103rd Street,41.70745736100002,-87.60130692400003,"(41.70745736100002, -87.60130692400003)"
2401,Cottage Grove & Lyon,41.72429299999999,-87.60463700000003,"(41.72429299999999, -87.60463700000003)"
2402,71st Street & Drexel,41.76587799999999,-87.603047,"(41.76587799999999, -87.603047)"
2403,915 E. 60th Street,41.785864038,-87.60383142699999,"(41.785864038, -87.60383142699999)"
2404,Ellis & 57th Street,41.79129909900001,-87.60151084400002,"(41.79129909900001, -87.60151084400002)"
2405,South Chicago & 74th Street/Greenwood,41.76045945800001,-87.59824137499999,"(41.76045945800001, -87.59824137499999)"
2406,75th Street & Greenwood,41.75872688599998,-87.597887528,"(41.75872688599998, -87.597887528)"
2407,South Chicago & 74th Street,41.76039260499999,-87.59774366300002,"(41.76039260499999, -87.59774366300002)"
2408,67th Street & Minerva,41.773285278,-87.597159153,"(41.773285278, -87.597159153)"
2409,87th Street & Avalon,41.73686727900002,-87.59372725100002,"(41.73686727900002, -87.59372725100002)"
2410,75th Street & South Chicago,41.75863277500002,-87.59574572899999,"(41.75863277500002, -87.59574572899999)"
2411,71st Street & Kimbark,41.76595759499997,-87.594326164,"(41.76595759499997, -87.594326164)"
2412,61st Street & Woodlawn,41.78411833500002,-87.59599077000001,"(41.78411833500002, -87.59599077000001)"
2413,60th Street & Woodlawn,41.78595081200001,-87.596449103,"(41.78595081200001, -87.596449103)"
2414,59th Street & Kimbark,41.78787137500001,-87.594500632,"(41.78787137500001, -87.594500632)"
2415,55th Street & Woodlawn,41.795158759,-87.59637540799997,"(41.795158759, -87.59637540799997)"
2416,Woodlawn & Hyde Park Blvd,41.80225019099998,-87.59664760700002,"(41.80225019099998, -87.59664760700002)"
2417,E Hyde Park & Kimbark,41.80233902700002,-87.59487619700002,"(41.80233902700002, -87.59487619700002)"
2418,1240 E 47th Street,41.80973676100001,-87.59513116199997,"(41.80973676100001, -87.59513116199997)"
2419,79th Street & Kimbark,41.75130709199999,-87.59313956599999,"(41.75130709199999, -87.59313956599999)"
2420,South Chicago & 76th Street,41.75678397899998,-87.59272689,"(41.75678397899998, -87.59272689)"
2421,South Chicago & Dorchester,41.755584661,-87.59104646999998,"(41.755584661, -87.59104646999998)"
2422,67th Street & Dorchester,41.77322081300002,-87.59172048300002,"(41.77322081300002, -87.59172048300002)"
2423,60th Street & Blackstone,41.78606579199999,-87.590193226,"(41.78606579199999, -87.590193226)"
2424,47th Street & Lake Park,41.80961217399999,-87.59248866000001,"(41.80961217399999, -87.59248866000001)"
2425,79th Street & Anthony,41.75138897099998,-87.58860191000002,"(41.75138897099998, -87.58860191000002)"
2426,75th Street & Stony Island,41.75871540999998,-87.58542303799999,"(41.75871540999998, -87.58542303799999)"
2427,Stony Island & 74th Street,41.76048300000002,-87.585671999,"(41.76048300000002, -87.585671999)"
2428,Stony Island & 72nd Street,41.76410725,-87.58575602500002,"(41.76410725, -87.58575602500002)"
2429,71st Street & Dante,41.76617300100003,-87.58926500000001,"(41.76617300100003, -87.58926500000001)"
2430,Stony Island & 71st Street,41.76639889699999,-87.585845189,"(41.76639889699999, -87.585845189)"
2431,Stony Island & 69th Street,41.76955694899999,-87.58582446600002,"(41.76955694899999, -87.58582446600002)"
2432,Stony Island & 67th Street,41.77288322200002,-87.58639742899999,"(41.77288322200002, -87.58639742899999)"
2433,Stony Island & 62nd Street,41.78279019299998,-87.586608248,"(41.78279019299998, -87.586608248)"
2434,Stony Island & 61st Street,41.78387198799999,-87.58644767599998,"(41.78387198799999, -87.58644767599998)"
2435,Stony Island & 59th Street,41.78808414600002,-87.58653314499998,"(41.78808414600002, -87.58653314499998)"
2436,Stony Island & 56th Street,41.79307381500001,-87.586739282,"(41.79307381500001, -87.586739282)"
2437,55th Street & Lake Park,41.79528829399999,-87.58805466000001,"(41.79528829399999, -87.58805466000001)"
2438,5000 S Lake Park,41.80441000000002,-87.588685,"(41.80441000000002, -87.588685)"
2439,95th Street & Stony Island,41.72245251999999,-87.58477479599998,"(41.72245251999999, -87.58477479599998)"
2440,Stony Island & 89th Street,41.733185064,-87.58504138299998,"(41.733185064, -87.58504138299998)"
2441,79th Street & Cornell,41.75157696700001,-87.58466533500001,"(41.75157696700001, -87.58466533500001)"
2442,Stony Island & 76th Street,41.75701600100001,-87.58612000099998,"(41.75701600100001, -87.58612000099998)"
2443,71st Street & East End,41.76622200000003,-87.582585,"(41.76622200000003, -87.582585)"
2444,South Chicago & Ridgeland,41.74868035499998,-87.58145856599998,"(41.74868035499998, -87.58145856599998)"
2445,South Chicago & Elliott,41.74729399699999,-87.579938766,"(41.74729399699999, -87.579938766)"
2446,67th Street & Bennett,41.77348999999998,-87.57906300000002,"(41.77348999999998, -87.57906300000002)"
2447,Jeffery & 90th Street,41.73171264299998,-87.57545642000002,"(41.73171264299998, -87.57545642000002)"
2448,Jeffery & 92nd Street,41.72782086199999,-87.57553976000003,"(41.72782086199999, -87.57553976000003)"
2449,Jeffery & 88th Street,41.73531200000002,-87.57562200000001,"(41.73531200000002, -87.57562200000001)"
2450,87th Street & Jeffery,41.73699162100002,-87.575502997,"(41.73699162100002, -87.575502997)"
2451,Jeffery & 83rd Street/South Chicago,41.74516709400001,-87.57606793899998,"(41.74516709400001, -87.57606793899998)"
2452,Jeffery & 78th Street,41.75321700000001,-87.57606699899998,"(41.75321700000001, -87.57606699899998)"
2453,75th Street & Euclid,41.75894102000001,-87.57730847099998,"(41.75894102000001, -87.57730847099998)"
2454,75th Street & Jeffery,41.75893474200001,-87.57601854400002,"(41.75893474200001, -87.57601854400002)"
2455,Jeffery & 74th Street,41.76090300099997,-87.57611800000001,"(41.76090300099997, -87.57611800000001)"
2456,Jeffery & 72nd Street,41.764517001,-87.57619000099999,"(41.764517001, -87.57619000099999)"
2457,Jeffery & 73rd Street,41.76244168099998,-87.5762856,"(41.76244168099998, -87.5762856)"
2458,Jeffery & 70th Street,41.76812300099999,-87.57628,"(41.76812300099999, -87.57628)"
2459,Jeffery & 71st Street,41.76634818100001,-87.57621992100002,"(41.76634818100001, -87.57621992100002)"
2460,71st Street & Jeffery,41.766272044,-87.57649919300002,"(41.766272044, -87.57649919300002)"
2461,Jeffery & 69th Street,41.76972981400002,-87.5764355,"(41.76972981400002, -87.5764355)"
2462,71st Street & Clyde,41.76631300000003,-87.57366300000001,"(41.76631300000003, -87.57366300000001)"
2463,67th Street & Clyde,41.77352947499998,-87.57399196799997,"(41.77352947499998, -87.57399196799997)"
2464,93rd Street & Paxton,41.72609600099997,-87.57067799999999,"(41.72609600099997, -87.57067799999999)"
2465,South Chicago & Oglesby,41.73866610200002,-87.567860064,"(41.73866610200002, -87.567860064)"
2466,71st Street & Crandon,41.76634120400001,-87.56965943400002,"(41.76634120400001, -87.56965943400002)"
2467,Yates & 103rd Street,41.70829917499998,-87.56445158100001,"(41.70829917499998, -87.56445158100001)"
2468,100th Street & Crandon,41.71344512299999,-87.56688276599999,"(41.71344512299999, -87.56688276599999)"
2469,100th Street & Yates,41.71346659300002,-87.56470553499997,"(41.71346659300002, -87.56470553499997)"
2470,75th Street & Phillips,41.75906572899999,-87.56461655999999,"(41.75906572899999, -87.56461655999999)"
2471,100th Street & Calhoun,41.71361118499999,-87.56243754799999,"(41.71361118499999, -87.56243754799999)"
2472,100th Street & Torrence,41.71364313999999,-87.56008810200001,"(41.71364313999999, -87.56008810200001)"
2473,93rd Street & Essex,41.72623300100003,-87.56335600099999,"(41.72623300100003, -87.56335600099999)"
2474,South Chicago & 89th Street,41.73324129100001,-87.56039900399998,"(41.73324129100001, -87.56039900399998)"
2475,Exchange & 74th Street,41.76112139899999,-87.561821216,"(41.76112139899999, -87.561821216)"
2476,75th Street & Colfax,41.75911258000002,-87.56148289499998,"(41.75911258000002, -87.56148289499998)"
2477,106th Street & Torrence,41.70269292799998,-87.55906973999998,"(41.70269292799998, -87.55906973999998)"
2478,Torrence & 104th Street,41.70651025199999,-87.559739412,"(41.70651025199999, -87.559739412)"
2479,S. Shore Drive & 74th Street,41.76215515199999,-87.55880170799998,"(41.76215515199999, -87.55880170799998)"
2480,79th Street & Exchange (Metra Station),41.75196194,-87.55290879199998,"(41.75196194, -87.55290879199998)"
2481,132nd Street & Exchange,41.65554601600002,-87.55178723099999,"(41.65554601600002, -87.55178723099999)"
2482,Commercial & 100th Street,41.71327933999999,-87.55086691999998,"(41.71327933999999, -87.55086691999998)"
2483,Commercial & 95th Street,41.72287508699998,-87.55116627299998,"(41.72287508699998, -87.55116627299998)"
2484,Houston & 91st Street,41.73000069800003,-87.54977819200002,"(41.73000069800003, -87.54977819200002)"
2485,91st Street & Houston,41.73002620099999,-87.55000898200001,"(41.73002620099999, -87.55000898200001)"
2486,Exchange & 83rd Street,41.74452381200001,-87.55256077299998,"(41.74452381200001, -87.55256077299998)"
2487,83rd Street & Coles,41.744752877,-87.54903893400001,"(41.744752877, -87.54903893400001)"
2488,S. Shore Drive & Cheltenham,41.75363242600002,-87.549737026,"(41.75363242600002, -87.549737026)"
2489,Brainard & Brandon,41.648376332,-87.545912676,"(41.648376332, -87.545912676)"
2490,132nd Street & Baltimore,41.65556547099999,-87.54740672999998,"(41.65556547099999, -87.54740672999998)"
2491,Baltimore & 132nd Street,41.65559229299998,-87.54720579100001,"(41.65559229299998, -87.54720579100001)"
2492,Buffalo & 92nd Street,41.72843446500002,-87.54433699999998,"(41.72843446500002, -87.54433699999998)"
2493,Mackinaw & 92nd Street,41.72848725900002,-87.54297841200002,"(41.72848725900002, -87.54297841200002)"
2494,Avenue O & 132nd Street,41.65557309500002,-87.539994681,"(41.65557309500002, -87.539994681)"
2495,12243 S Avenue O,41.67256104299997,-87.53984451899998,"(41.67256104299997, -87.53984451899998)"
2496,Avenue O & Ewing (12000 South),41.675878721,-87.53988860700002,"(41.675878721, -87.53988860700002)"
2497,Avenue O & 116th Street,41.68470940600002,-87.539996659,"(41.68470940600002, -87.539996659)"
2498,Ewing & 112th Street,41.69212190399998,-87.53517801700002,"(41.69212190399998, -87.53517801700002)"
2499,Ewing & 104th Street,41.70631057000003,-87.53517455500003,"(41.70631057000003, -87.53517455500003)"
2500,Ewing & 103rd Street,41.70843900099999,-87.53538899900002,"(41.70843900099999, -87.53538899900002)"
2501,Avenue C & 108th Street,41.69913843799998,-87.52704667,"(41.69913843799998, -87.52704667)"
2502,106th Street & Avenue D,41.70277166,-87.52829283199998,"(41.70277166, -87.52829283199998)"
2503,Avenue B & 110th Street,41.69531050299997,-87.52570970400001,"(41.69531050299997, -87.52570970400001)"
2504,East River Rd & Foster,41.97377399999999,-87.84655099899999,"(41.97377399999999, -87.84655099899999)"
2505,East River Rd & Berwyn,41.97486500000002,-87.84640700099999,"(41.97486500000002, -87.84640700099999)"
2506,Irving Park & Cumberland Terminal,41.95222298700003,-87.83753480299998,"(41.95222298700003, -87.83753480299998)"
2507,Cumberland & Catherine,41.97712999999999,-87.836528999,"(41.97712999999999, -87.836528999)"
2508,300 S Northwest Hwy,42.008173613,-87.82456219199997,"(42.008173613, -87.82456219199997)"
2509,Belmont & Orange (79th Avenue),41.93771012100001,-87.823910566,"(41.93771012100001, -87.823910566)"
2510,Irving Park & Ozanam,41.95234491999997,-87.822115285,"(41.95234491999997, -87.822115285)"
2511,63rd Street & Archer Terminal,41.77695842700001,-87.81455418600001,"(41.77695842700001, -87.81455418600001)"
2512,Belmont & Olcott,41.93791499999998,-87.81418599900002,"(41.93791499999998, -87.81418599900002)"
2513,Irving Park & Oriole,41.95245651099998,-87.81723076999998,"(41.95245651099998, -87.81723076999998)"
2514,Irving Park & Olcott,41.95251579299998,-87.814764056,"(41.95251579299998, -87.814764056)"
2515,Lawrence & Oriole,41.96692717399998,-87.81651895599998,"(41.96692717399998, -87.81651895599998)"
2516,Belmont & Oketo,41.93802495900002,-87.811138475,"(41.93802495900002, -87.811138475)"
2517,Lawrence & Oketo,41.96708191200003,-87.81220527300002,"(41.96708191200003, -87.81220527300002)"
2518,Talcott & Oketo,41.98872687099998,-87.81287673600002,"(41.98872687099998, -87.81287673600002)"
2519,Talcott & Odell,41.98744438199998,-87.81020980599999,"(41.98744438199998, -87.81020980599999)"
2520,Northwest Hwy & Ogallah,42.00089100000002,-87.81338,"(42.00089100000002, -87.81338)"
2521,Harlem & Cortland,41.91416119799999,-87.805864471,"(41.91416119799999, -87.805864471)"
2522,Harlem & School,41.93989299999998,-87.806875999,"(41.93989299999998, -87.806875999)"
2523,Harlem & Montrose,41.959957089,-87.80730873300001,"(41.959957089, -87.80730873300001)"
2524,Harlem & Ainslie,41.969085291,-87.80719748500002,"(41.969085291, -87.80719748500002)"
2525,Harlem & Farragut,41.976225,-87.80695400000002,"(41.976225, -87.80695400000002)"
2526,63rd Street & 74th Avenue,41.777061511,-87.80583605700002,"(41.777061511, -87.80583605700002)"
2527,Harlem & Quick,41.890242473,-87.805234429,"(41.890242473, -87.805234429)"
2528,Harlem & Superior,41.89287913800001,-87.80499389099998,"(41.89287913800001, -87.80499389099998)"
2529,Harlem & Iowa,41.89623254600002,-87.80558986,"(41.89623254600002, -87.80558986)"
2530,Harlem & Augusta,41.89799512899998,-87.80554346399998,"(41.89799512899998, -87.80554346399998)"
2531,Harlem & North Ave,41.90913796900003,-87.8056239,"(41.90913796900003, -87.8056239)"
2532,7000 W Forest Preserve Avenue,41.95594827100001,-87.80312365600003,"(41.95594827100001, -87.80312365600003)"
2533,Gunnison & Sayre/Nordica,41.96819705299998,-87.80263694799999,"(41.96819705299998, -87.80263694799999)"
2534,65th Street & Harlem,41.77362290399998,-87.80034897399997,"(41.77362290399998, -87.80034897399997)"
2535,Harlem & 56th Street,41.79009200000002,-87.80128300000001,"(41.79009200000002, -87.80128300000001)"
2536,Higgins & Nordica,41.979977797,-87.80210691100001,"(41.979977797, -87.80210691100001)"
2537,Higgins & Newland,41.97951366699999,-87.79982997600001,"(41.97951366699999, -87.79982997600001)"
2538,Northwest Hwy & Sayre,41.99429901500002,-87.802419348,"(41.99429901500002, -87.802419348)"
2539,Belmont & Oak Park,41.93824433700001,-87.79558107000003,"(41.93824433700001, -87.79558107000003)"
2540,Gunnison & Rutherford,41.96842650799999,-87.79510431300002,"(41.96842650799999, -87.79510431300002)"
2541,Higgins & Rutherford,41.97848556299999,-87.795185156,"(41.97848556299999, -87.795185156)"
2542,Archer & New England,41.79202451700002,-87.79376141900002,"(41.79202451700002, -87.79376141900002)"
2543,North Ave & Linden,41.908995946,-87.79245060199997,"(41.908995946, -87.79245060199997)"
2544,Diversey & Normandy,41.93084900000002,-87.79313299900002,"(41.93084900000002, -87.79313299900002)"
2545,Irving Park & Normandy,41.95272000099999,-87.79392499900001,"(41.95272000099999, -87.79392499900001)"
2546,63rd Street & Oak Park,41.77745955699999,-87.79116019600002,"(41.77745955699999, -87.79116019600002)"
2547,North Ave & Elmwood,41.90900079199997,-87.78747675,"(41.90900079199997, -87.78747675)"
2548,Belmont & Nashville,41.93819842900001,-87.79083661200002,"(41.93819842900001, -87.79083661200002)"
2549,Nagle & Foster,41.97556813099999,-87.787795593,"(41.97556813099999, -87.787795593)"
2550,Nagle & Berwyn,41.97739122199999,-87.78776171700002,"(41.97739122199999, -87.78776171700002)"
2551,Nagle & Bryn Mawr,41.98301099999998,-87.78780099900001,"(41.98301099999998, -87.78780099900001)"
2552,65th Street & Nashville,41.77401787000002,-87.78590449199999,"(41.77401787000002, -87.78590449199999)"
2553,Archer & Nashville,41.792365851,-87.786571117,"(41.792365851, -87.786571117)"
2554,Ridgeland & Erie,41.89169800000002,-87.78470199999998,"(41.89169800000002, -87.78470199999998)"
2555,Ridgeland & Superior,41.893177256,-87.78494420300001,"(41.893177256, -87.78494420300001)"
2556,Narragansett & Wabansia,41.91103099999998,-87.78512799999999,"(41.91103099999998, -87.78512799999999)"
2557,Narragansett & Grand,41.92275815699998,-87.78532602199999,"(41.92275815699998, -87.78532602199999)"
2558,2500 N Narragansett,41.92585800500001,-87.78559993099998,"(41.92585800500001, -87.78559993099998)"
2559,Belmont & Narragansett,41.93825133500002,-87.78565251200001,"(41.93825133500002, -87.78565251200001)"
2560,Narragansett & Cornelia,41.943738,-87.78620699999999,"(41.943738, -87.78620699999999)"
2561,Narragansett & Waveland,41.94740300000001,-87.78624199900003,"(41.94740300000001, -87.78624199900003)"
2562,Narragansett & Berenice,41.950264,-87.78650299999998,"(41.950264, -87.78650299999998)"
2563,Montrose & Narragansett,41.96031081899997,-87.78695945999999,"(41.96031081899997, -87.78695945999999)"
2564,Montrose & Mobile,41.96018900000001,-87.784471999,"(41.96018900000001, -87.784471999)"
2565,Gunnison & Mobile,41.96838335500001,-87.78555755600001,"(41.96838335500001, -87.78555755600001)"
2566,Caldwell & Greenleaf,42.00899399999997,-87.78601500000002,"(42.00899399999997, -87.78601500000002)"
2567,Touhy & Mobile,42.01195391200002,-87.78445879200001,"(42.01195391200002, -87.78445879200001)"
2568,Narragansett & 63rd Street,41.777567202,-87.78138168499999,"(41.777567202, -87.78138168499999)"
2569,Narragansett & 58th Street,41.78675099999998,-87.78152399999999,"(41.78675099999998, -87.78152399999999)"
2570,Narragansett & 59th Street,41.78491500000001,-87.78145699999999,"(41.78491500000001, -87.78145699999999)"
2571,Ridgeland & Greenfield,41.90586069699998,-87.78347342799998,"(41.90586069699998, -87.78347342799998)"
2572,North Ave & Ridgeland,41.909098003,-87.783504924,"(41.909098003, -87.783504924)"
2573,Ridgeland & Le Moyne,41.90744100000001,-87.78335099899999,"(41.90744100000001, -87.78335099899999)"
2574,Grand & Mobile,41.92195267,-87.78287543800002,"(41.92195267, -87.78287543800002)"
2575,Gunnison & Meade,41.96855143200003,-87.78062115,"(41.96855143200003, -87.78062115)"
2576,Higgins & Melvina,41.974866346,-87.78327586299997,"(41.974866346, -87.78327586299997)"
2577,Northwest Hwy & Bryn Mawr,41.98279323700001,-87.78189516399999,"(41.98279323700001, -87.78189516399999)"
2578,63rd Street & Melvina,41.77770701999998,-87.77651841699998,"(41.77770701999998, -87.77651841699998)"
2579,Archer & Merrimac,41.79339647400002,-87.77804134500002,"(41.79339647400002, -87.77804134500002)"
2580,Austin & Addison,41.94586540099999,-87.77659234100003,"(41.94586540099999, -87.77659234100003)"
2581,Austin & Irving Park,41.95315557100002,-87.77670023000002,"(41.95315557100002, -87.77670023000002)"
2582,Austin & Eastwood,41.96497199999999,-87.777242,"(41.96497199999999, -87.777242)"
2583,Gunnison & Austin,41.96858642699999,-87.77872101600002,"(41.96858642699999, -87.77872101600002)"
2584,65th Street & Melvina,41.77417465100001,-87.776126853,"(41.77417465100001, -87.776126853)"
2585,63rd Street & Meade,41.77775501999997,-87.77407841600001,"(41.77775501999997, -87.77407841600001)"
2586,Austin & Harvard/Arthington,41.86916520699998,-87.77414588599999,"(41.86916520699998, -87.77414588599999)"
2587,Austin & Railroad Ave (Blue Line),41.87032200099998,-87.77423199999998,"(41.87032200099998, -87.77423199999998)"
2588,Austin & West End/Randolph,41.88407585599998,-87.774674619,"(41.88407585599998, -87.774674619)"
2589,Austin & Huron,41.89289400600001,-87.774994633,"(41.89289400600001, -87.774994633)"
2590,Austin & Thomas,41.90027047299998,-87.77523137999998,"(41.90027047299998, -87.77523137999998)"
2591,Austin & Dickens,41.91781300000002,-87.775438001,"(41.91781300000002, -87.775438001)"
2592,Austin & Fullerton,41.92368974099998,-87.77560955400003,"(41.92368974099998, -87.77560955400003)"
2593,Diversey & Austin,41.931077093,-87.775625192,"(41.931077093, -87.775625192)"
2594,Addison & Marmora,41.94573800000001,-87.77417999900001,"(41.94573800000001, -87.77417999900001)"
2595,Lawrence & Menard,41.96762597100002,-87.772482889,"(41.96762597100002, -87.772482889)"
2596,Caldwell & Loron,42.00107800000001,-87.77480400000002,"(42.00107800000001, -87.77480400000002)"
2597,Austin & 65th Street,41.77439900100001,-87.77127100000001,"(41.77439900100001, -87.77127100000001)"
2598,Austin & 59th Street,41.78510999999997,-87.771702001,"(41.78510999999997, -87.771702001)"
2599,5920 S Austin,41.78418538300002,-87.771809959,"(41.78418538300002, -87.771809959)"
2600,Madison & Menard,41.88026556300002,-87.76966086300001,"(41.88026556300002, -87.76966086300001)"
2601,Addison & Major,41.94576517799999,-87.76930621100001,"(41.94576517799999, -87.76930621100001)"
2602,Irving Park & Menard,41.95322133799999,-87.77179216000002,"(41.95322133799999, -87.77179216000002)"
2603,Higgins & Major,41.97129994300002,-87.77092514600002,"(41.97129994300002, -87.77092514600002)"
2604,Lehigh & Greenleaf,42.00949400000002,-87.77211999899998,"(42.00949400000002, -87.77211999899998)"
2605,65th Street & Menard,41.77420031999998,-87.766458613,"(41.77420031999998, -87.766458613)"
2606,5700 W Jackson,41.87716980800002,-87.76801291999999,"(41.87716980800002, -87.76801291999999)"
2607,Central & Corcoran (Green Line),41.88710482099998,-87.764989905,"(41.88710482099998, -87.764989905)"
2608,Chicago & Waller,41.89489832300001,-87.767663078,"(41.89489832300001, -87.767663078)"
2609,Division & Waller,41.90204499999999,-87.76818600000001,"(41.90204499999999, -87.76818600000001)"
2610,Central & Division,41.90245057800001,-87.76557922500001,"(41.90245057800001, -87.76557922500001)"
2611,Grand & Central,41.91864603200003,-87.76552916700001,"(41.91864603200003, -87.76552916700001)"
2612,Central & Palmer,41.920145504,-87.765729582,"(41.920145504, -87.765729582)"
2613,Fullerton & Major,41.92406908200002,-87.76821608400002,"(41.92406908200002, -87.76821608400002)"
2614,Central & Altgeld,41.92569754800002,-87.76587484700002,"(41.92569754800002, -87.76587484700002)"
2615,Irving Park & Central,41.95309397699998,-87.76668050299998,"(41.95309397699998, -87.76668050299998)"
2616,Central & Berteau,41.95695010999998,-87.76700635600002,"(41.95695010999998, -87.76700635600002)"
2617,Montrose & Central,41.96054984699998,-87.76755158999998,"(41.96054984699998, -87.76755158999998)"
2618,Central & Bryn Mawr,41.982845,-87.76827200000002,"(41.982845, -87.76827200000002)"
2619,Central & Edgebrook Golf Course,41.99073732699998,-87.76617148100001,"(41.99073732699998, -87.76617148100001)"
2620,Caldwell & Algonquin,41.99780946300001,-87.76766719800003,"(41.99780946300001, -87.76766719800003)"
2621,Old Orchard Rd & Skokie Court House,42.06329260699999,-87.76750150999999,"(42.06329260699999, -87.76750150999999)"
2622,Archer & Major,41.79544107800001,-87.76464595300001,"(41.79544107800001, -87.76464595300001)"
2623,5500 W Roosevelt,41.86571502999999,-87.76209879599998,"(41.86571502999999, -87.76209879599998)"
2624,Central & Jackson,41.87670343799999,-87.764642348,"(41.87670343799999, -87.764642348)"
2625,Central & Adams,41.878260001,-87.76470200099999,"(41.878260001, -87.76470200099999)"
2626,Belmont & Linder,41.93854489500001,-87.76386716600001,"(41.93854489500001, -87.76386716600001)"
2627,Montrose & Long,41.96063575800002,-87.762151217,"(41.96063575800002, -87.762151217)"
2628,Jefferson Park Transit Center,41.96968426699999,-87.76157885999999,"(41.96968426699999, -87.76157885999999)"
2629,Central & Louise,41.994278001,-87.76481100000001,"(41.994278001, -87.76481100000001)"
2630,55th Street & Linder,41.79271299999999,-87.75996599899997,"(41.79271299999999, -87.75996599899997)"
2631,Archer & Long,41.796580221,-87.75741294,"(41.796580221, -87.75741294)"
2632,Chicago & Long,41.89493146900003,-87.76074174799999,"(41.89493146900003, -87.76074174799999)"
2633,Belmont & Lockwood,41.938552657,-87.75924093100002,"(41.938552657, -87.75924093100002)"
2634,Foster & Laramie,41.97526400100003,-87.75766800100001,"(41.97526400100003, -87.75766800100001)"
2635,Caldwell & Navajo,41.99430567799999,-87.76047367000001,"(41.99430567799999, -87.76047367000001)"
2636,Jackson & Laramie,41.87659463,-87.75461525600002,"(41.87659463, -87.75461525600002)"
2637,Laramie & Jackson,41.87681775800002,-87.75483465299999,"(41.87681775800002, -87.75483465299999)"
2638,Laramie & Washington,41.88226600000002,-87.755065,"(41.88226600000002, -87.755065)"
2639,Laramie & Division,41.90215815300002,-87.755680542,"(41.90215815300002, -87.755680542)"
2640,Caldwell & Lenox,41.992373681,-87.756328672,"(41.992373681, -87.756328672)"
2641,65th Street & Laramie,41.77449884200001,-87.75202336900003,"(41.77449884200001, -87.75202336900003)"
2642,Archer & Leclaire,41.797698502,-87.75007772200001,"(41.797698502, -87.75007772200001)"
2643,North Ave & Lavergne,41.90963317900002,-87.75103775999997,"(41.90963317900002, -87.75103775999997)"
2644,Grand & Leclaire/Armitage,41.91678384400001,-87.75351536400001,"(41.91678384400001, -87.75351536400001)"
2645,Armitage & Lavergne,41.91693597599999,-87.75084607000002,"(41.91693597599999, -87.75084607000002)"
2646,Belmont & Lavergne,41.938825038,-87.75168614799998,"(41.938825038, -87.75168614799998)"
2647,Niles Center & Madison,42.031745667,-87.75213407500001,"(42.031745667, -87.75213407500001)"
2648,63rd Street & Lavergne,41.77827335299997,-87.74691810799999,"(41.77827335299997, -87.74691810799999)"
2649,Jackson & Lavergne,41.876803929,-87.74934028400003,"(41.876803929, -87.74934028400003)"
2650,North Ave & Lamon,41.90969035199998,-87.74909571,"(41.90969035199998, -87.74909571)"
2651,North Ave & Cicero,41.90974281299998,-87.74586121599998,"(41.90974281299998, -87.74586121599998)"
2652,Armitage & Lacrosse,41.916854,-87.74748899899998,"(41.916854, -87.74748899899998)"
2653,Cicero & Belden,41.92229633699998,-87.74611167500001,"(41.92229633699998, -87.74611167500001)"
2654,Cicero & George,41.933268,-87.74658499899999,"(41.933268, -87.74658499899999)"
2655,Belmont & Lamon,41.93884091799998,-87.749190462,"(41.93884091799998, -87.749190462)"
2656,Cicero & Barry,41.93678473300002,-87.74694525500001,"(41.93678473300002, -87.74694525500001)"
2657,Cicero & Roscoe,41.94254789199999,-87.74707491200002,"(41.94254789199999, -87.74707491200002)"
2658,Addison & Lamon,41.94616811899999,-87.74941411100002,"(41.94616811899999, -87.74941411100002)"
2659,Cicero & Addison,41.94623082499999,-87.747183286,"(41.94623082499999, -87.747183286)"
2660,Milwaukee & Irving Park/Cicero,41.95326443599998,-87.74695351100002,"(41.95326443599998, -87.74695351100002)"
2661,Irving Park & Cicero,41.953522609,-87.74708584500002,"(41.953522609, -87.74708584500002)"
2662,Cicero & Pensacola,41.95988400099998,-87.74756699900001,"(41.95988400099998, -87.74756699900001)"
2663,Cicero & Elston,41.97257461999999,-87.74779868399997,"(41.97257461999999, -87.74779868399997)"
2664,Cicero & Argyle,41.97175399999998,-87.747949,"(41.97175399999998, -87.747949)"
2665,Peterson & Cicero,41.99000133800001,-87.74810760899999,"(41.99000133800001, -87.74810760899999)"
2666,Cicero & Touhy,42.011799419,-87.74778805199998,"(42.011799419, -87.74778805199998)"
2667,Cicero & Sherwin,42.01439958100002,-87.747965953,"(42.01439958100002, -87.747965953)"
2668,Skokie Blvd & Oakton,42.02633569900001,-87.746744476,"(42.02633569900001, -87.746744476)"
2669,Dempster & Niles Center,42.04069500000003,-87.74848833300001,"(42.04069500000003, -87.74848833300001)"
2670,Dempster & Skokie Blvd,42.04082778999998,-87.74717266200003,"(42.04082778999998, -87.74717266200003)"
2671,Skokie Blvd & Crain,42.03859830200003,-87.746963204,"(42.03859830200003, -87.746963204)"
2672,Cicero & 51st Street,41.80041925299997,-87.74312264500003,"(41.80041925299997, -87.74312264500003)"
2673,Cicero & 48th Street,41.80572160100002,-87.742952318,"(41.80572160100002, -87.742952318)"
2674,Cicero & 47th Street,41.807386248,-87.74330703499999,"(41.807386248, -87.74330703499999)"
2675,Cicero & 28th Street,41.84197114099999,-87.74373590800002,"(41.84197114099999, -87.74373590800002)"
